Mission ID;Mission Name Short;Mission Name Full;Mission Agencies;Mission Status;Launch Date;EOL Date;Applications;Instruments;Instrument IDs;Orbit Type;Orbit Altitude;Orbit Period;Orbit Inclination;Repeat Cycle;Orbit LST;Orbit Longitude;Orbit Sense;Mission Site;Data Access Portal
921;Sentinel-3 D;Sentinel-3 D;ESA, EUMETSAT, COM;Approved;janv-26;Dec 2035;"Supporting global land and ocean monitoring services, in particular: sea/land colour data and surface temperature; sea surface and land ice topography; coastal zones, inland water and sea ice topography; vegetation products.";OLCI, SLSTR, SRAL;896, 902, 903;Sun-synchronous;807 km;101 mins;98.65 deg;27;10:00;;Ascending;http://www.esa.int/esaLP/LPgmes.html;
639;Sentinel-4 A;Sentinel-4 A;ESA, EUMETSAT, COM;Approved;oct-23;Apr 2032;Supporting European atmospheric composition and air quality monitoring services. The Sentinel-4 A mission is carried on MTG S1.;UVN (Sentinel-4);941;Geostationary;;;;;;0;N/A;http://www.esa.int/esaLP/LPgmes.html;
640;Sentinel-4 B;Sentinel-4 B;ESA, EUMETSAT, COM;Approved;janv-32;juil-40;Supporting European atmospheric composition and air quality monitoring services. The Sentinel-4 B mission is carried on MTG S2.;UVN (Sentinel-4);941;Geostationary;;;;;;0;N/A;http://www.esa.int/esaLP/LPgmes.html;
641;Sentinel-5 A;Sentinel-5 A;ESA, EUMETSAT, COM;Approved;oct-23;Apr 2031;In early stages of mission definition. Other payloads will be added. The Sentinel-5 mission is carried on EPS-SG-a.;UVNS (Sentinel-5);1504;Sun-synchronous;;;;;;;N/A;http://www.esa.int/esaLP/LPgmes.html;
777;Sentinel-5 B;Sentinel-5 B;ESA, EUMETSAT, COM;Approved;oct-24;Apr 2032;;UVNS (Sentinel-5);1504;;;;;;;;;;
848;Sentinel-5 C;Sentinel-5 C;ESA, COM;Approved;Dec 2038;Dec 2046;;UVNS (Sentinel-5);1504;;;;;;;;;;
581;Sentinel-5 precursor;Sentinel-5 precursor;ESA, COM, NSO;Operational (nominal);13-oct-17;sept-27;Supporting global atmospheric composition and air quality monitoring services.;UVNS (Sentinel-5 precursor);942;Sun-synchronous;824 km;17 mins;98.742 deg;;13:30;;Ascending;http://www.esa.int/esaLP/LPgmes.html;https://s5phub.copernicus.eu/dhus/#/home
769;Sentinel-6 A Michael Freilich;Sentinel-6 Michael Freilich;EUMETSAT, NASA, NOAA, COM, ESA;Operational (nominal);21-nov-20;juin-26;To provide continuity of the reference, high-precision ocean topography service after Jason-3;AMR-C, DORIS-NG, GNSS POD Receiver, GNSS-RO Receiver, LRA (Sentinel-6), Poseidon-4 Altimeter;1719, 181, 1720, 1785, 1721, 1723;Inclined, non-sun-synchronous;1336 km;112.4 mins;66.05 deg;10;;;N/A;https://sealevel.jpl.nasa.gov/missions/jasoncs/;https://sealevel.jpl.nasa.gov/missions/jasoncs/
770;Sentinel-6 B;Sentinel-6 B;EUMETSAT, NASA, NOAA, COM, ESA;Planned;2025;2031;To provide continuity of the reference, high-precision ocean topography service after Sentinel-6A;AMR-C, DORIS-NG, GNSS POD Receiver, GNSS-RO Receiver, LRA (Sentinel-6), Poseidon-4 Altimeter;1719, 181, 1720, 1785, 1721, 1723;Inclined, non-sun-synchronous;1336 km;112.4 mins;66.05 deg;10;;;N/A;https://sealevel.jpl.nasa.gov/missions/jasoncs/;https://sealevel.jpl.nasa.gov/missions/jasoncs/
614;SMAP;Soil Moisture Active Passive;NASA, CSA;Operational (nominal);31-janv-15;sept-23;3-year nominal mission life. Global soil moisture and freeze-thaw state mapping.;L-band Radar (SMAP), L-band Radiometer (SMAP);986, 1554;Sun-synchronous;685 km;98.46 mins;98.12 deg;8;18:00;;N/A;http://smap.jpl.nasa.gov/;https://search.earthdata.nasa.gov/search?q=SMAP
379;SMOS;Soil Moisture and Ocean Salinity (Earth Explorer Opportunity Mission);ESA, CDTI, CNES;Operational (nominal);02-nov-09;Dec 2021;Overall objectives are to provide global observations of two crucial variables for modelling the weather and climate, soil moisture and ocean salinity. It will also monitor the vegetation water content, snow cover and ice structure.;MIRAS (SMOS);689;Sun-synchronous;758 km;100.075 mins;98.44 deg;23;06:00;;Ascending;http://earth.esa.int/SMOS/;
857;SSTL S1-4;SSTL S1-4;UKSA;Operational (nominal);16-sept-18;janv-26;A high resolution optical imaging satellites for land use monitoring, urban planning, crop monitoring and pollution monitoring;VHRI-100;1798;Sun-synchronous;580 km;96.3 mins;97.7 deg;;10:30;;Ascending;http://www.sstl.co.uk;
424;STARLETTE;;CNES;Operational (nominal);06 Feb 1975;Dec 2050;Geodesy/gravity study of the Earthâ€™s gravitational field and its temporal variations.;Laser Reflectors;29;Inclined, non-sun-synchronous;812 km;104 mins;49.83 deg;;;;N/A;;
255;STELLA;;CNES;Operational (nominal);30-sept-93;Dec 2050;Geodesy/gravity study of the Earthâ€™s gravitational field and its temporal variations.;Laser Reflectors;29;Inclined, non-sun-synchronous;830 km;101 mins;98 deg;;;;N/A;;
783;STSAT-3;Science & Technology SATellite-3;SI, KASI, KARI;Operational (extended);22-nov-13;Dec 2020;Galactic Plane Survey, Cosmic Background Radiation Measurement, Land use;COMIS, MIRIS;1739, 1741;Sun-synchronous;600 km;;;28;;;Ascending;;
413;Suomi NPP;Suomi National Polar-orbiting Partnership;NASA, NOAA;Operational (extended);28-oct-11;sept-24;5-year nominal mission life. Operational polar weather and climate measurements.;ATMS, CERES, CrIS, OMPS, OMPS-L, VIIRS;413, 397, 325, 681, 1718, 412;Sun-synchronous;824 km;101 mins;98.7 deg;16;13:30;;Ascending;http://www.jpss.noaa.gov;https://search.earthdata.nasa.gov/search?q=Suomi+NPP
468;Swarm;Earth's Magnetic Field and Environment Explorers;ESA, CNES, CSA;Operational (nominal);22-nov-13;Dec 2021;A three-satellite constellation that is providing the best ever survey of the geomagnetic field and its temporal evolution to gain new insights into improving our knowledge of the Earthâ€™s interior and climate. Canada contributes the electric field instrument that is required to correctly separate the measured magnetic field into its different sources.;ACC, ASM, EFI, GPS Receiver (Swarm), Laser Reflectors (ESA), STR, VFM;863, 859, 862, 943, 767, 861, 860;Inclined, non-sun-synchronous;450 km;;87.5 deg;;;;N/A;http://www.esa.int/Our_Activities/Observing_the_Earth/The_Living_Planet_Programme/Earth_Explorers/Swarm/ESA_s_magnetic_field_mission_Swarm;https://earth.esa.int/web/guest/swarm/data-access
919;SWFO-L1;Space Weather Follow-On - Lagrange 1;NOAA, NASA;Planned;2024;2029;In-situ solar wind measurements, coronal mass ejection imagery, supra thermal ion flux, magnetic field vector, coronal white light, geomagnetic storms.;CCOR, MAG, STIS, SWiPS;1892, 1893, 1894, 1895;Earth-Sun L-1;;;;;;;;;
646;SWOT;Surface Water Ocean Topography;NASA, UKSA, CNES, CSA;Approved;Feb 2022;Feb 2025;3 year nominal mission. Characterize ocean mesoscale and sub-mesoscale circulation at spatial resolutions = 15 km and inventory all terrestrial water bodies with surface area > 250 m2 and rivers with width > 100 m;AMR-S, DORIS-NG, GPSP, Ka-band Radar INterferometer (KaRIN), LRA;1786, 181, 983, 1541, 106;Inclined, non-sun-synchronous;891 km;102.8 mins;77.6 deg;21;;;N/A;http://swot.jpl.nasa.gov;https://earthdata.nasa.gov/about/daacs/daac-podaac
835;TanDEM-L;TanDEM-L;DLR, HRC;Planned;2024;2036;Global observation of dynamic processes in the bio-, cryo-, geo- and hydrosphere.;L-Band SAR;1777;Sun-synchronous;745 km;99.7 mins;98.4 deg;16;18:00;;Ascending;http://www.dlr.de/HR/tdml;
598;TanDEM-X;TerraSAR-X Add-on for Digital Elevation Measurements;DLR;Operational (extended);21-juin-10;Dec 2026;Cartography, land surface, civil planning and mapping, digital terrain models, environmental monitoring.;X-Band SAR;697;Sun-synchronous;514 km;94.85 mins;97.4 deg;11;18:00;;Ascending;http://www.dlr.de/hr/desktopdefault.aspx/tabid-2317/3669_read-5488/;
876;TanSat;The Global Carbon Dioxide Observation Satellite;NRSCC, NSMC-CMA;Operational (nominal);21 Dec 2016;Dec 2020;the carbon dioxide (CO2) monitoring;ACGS, CAPI;1815, 1816;Sun-synchronous;700 km;90 mins;98.2 deg;16;13:30;;Ascending;;http://satellite.nsmc.org.cn/PortalSite/Data/Satellite.aspx
739;TEMPO;Tropospheric Emissions: Monitoring of Pollution;NASA;Approved;Aug 2022;janv-24;Hourly measurements of air pollution over North America, from Mexico City to the Canadian oil sands, at high spatial resolution. Measurements in ultraviolet and visible wavelengths will provide a suite of products including the key elements of tropospheric air pollution chemistry. Uses a commercial geostationary host spacecraft. Will be part of the first global geostationary constellation for pollution monitoring, along with European and Korean missions now in development.;Spectrometer (TEMPO);1672;Geostationary;35786 km;1436 mins;;;;;N/A;http://tempo.si.edu/index.html;https://earthdata.nasa.gov/about/daacs/daac-asdc
204;Terra;Terra (formerly EOS AM-1);NASA, METI, CSA;Operational (extended);18 Dec 1999;sept-23;6-year nominal mission life, currently in extended operations. Atmospheric dynamics/water and energy cycles, atmospheric chemistry, physical and radiative properties of clouds, air-land exchanges of energy, carbon and water, vertical profiles of CO and methane vulcanology.;ASTER, CERES, MISR, MODIS, MOPITT;416, 397, 396, 395, 119;Sun-synchronous;705 km;99 mins;98.2 deg;16;10:30;;Descending;http://terra.nasa.gov/;https://search.earthdata.nasa.gov/search?q=TERRA
391;TerraSAR-X;TerraSAR-X;DLR;Operational (extended);15-juin-07;Dec 2024;Cartography, land surface, civil planning and mapping, digital terrain models, environmental monitoring.;GPSRO (Terra-SAR), X-Band SAR;1553, 697;Sun-synchronous;514 km;94.85 mins;97.4 deg;11;18:00;;Ascending;http://www.terrasar.de/;
475;THEOS;Thailand Earth Observation System;GISTDA;Operational (extended);01-oct-08;oct-23;Monitoring, land use, disasters, cartography and mapping;MS (GISTDA), PAN (GISTDA);858, 857;Sun-synchronous;822 km;101 mins;98.7 deg;26;10:00:00;;Descending;https://www.gistda.or.th/main/en/node/569;http://theos.gistda.or.th/
904;THEOS-2 Main VHR Satellite;Thailand Earth Observation System 2: Main VHR Satellite;GISTDA;Planned;2021;2031;National security, monitoring, land use, disasters, cartography and mapping;MS (GISTDA) Copy, PAN (GISTDA) Copy;1852, 1851;Sun-synchronous;621 km;97 mins;97.9 deg;26;09:30:00;;Descending;;
943;THEOS-2 Small Satellite;Thailand Earth Observation System 2: Small Satellite;GISTDA;Planned;2023;2026;Monitoring, disasters;CERIA Camera;1907;Sun-synchronous;590 km;96 mins;97.7 deg;;10:30:00;;Ascending;;
866;TRISHNA;Thermal infrared mission;CNES, ISRO;Considered;2022;2027;1) Ecosystem stress and water use (i.e. monitoring of energy and water budgets of the continental biosphere) 2) Urban (i.e. climatology and monitoring of fluxes of urban surfaces);SWIR, TIR, VNIR;1808, 1810, 1809;Sun-synchronous;666 km;;;;12.30-13.30;;Descending;;
816;TROPICS;Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats (TROPICS);NASA;Approved;oct-23;oct-25;Use a constellation of advanced cubesat passive microwave radiometers providing average revisit time of 30 minutes to improve the understanding and prediction of the impact of environmental temperature and humidity, precipitation evolution, including diurnal cycle, and warm-core strength on the evolution of tropical cyclone structure, size, and intensity.;TROPICS;1770;Inclined, non-sun-synchronous;550 km;;30 deg;;TBD;;TBD;https://tropics.ll.mit.edu/CMS/tropics/Mission-Overview;
767;TSIS-1-on-ISS;International Space Station/Total Solar and Spectral Irradiance Sensor Mission;NASA;Operational (nominal);17 Dec 2017;mars-23;Continue solar irradiance record;TSIS-1/SIM, TSIS-1/TIM;679, 1896;Inclined, non-sun-synchronous;407 km;93 mins;51.6 deg;;;;Ascending;https://science.nasa.gov/missions/tsis-1;https://search.earthdata.nasa.gov/search?q=tsis-1
837;TSIS-2;Total Solar and Spectral Irradiance Sensor 2;NASA;Planned;2023;2026;Continue solar irradiance record onboard ISS;TSIS-2/SIM, TSIS-2/TIM;1897, 1715;Sun-synchronous;600 km;90 mins;98.7 deg;;;;Ascending;;
582;UK-DMC2;UK Disaster Monitoring Constellation 2;UKSA;Operational (extended);29-juil-09;Dec 2020;Wide area, medium resolution optical imaging for mapping, crop monitoring, environmental resource and disaster management.;SLIM-6-22;944;Sun-synchronous;665 km;97.9 mins;97.8 deg;5;10:00:00;;Ascending;http://www.sstl.co.uk;http://www.intelligence-airbusds.com/en/8289-imagery-services
601;VENµS;Vegetation and Environment monitoring on a New Micro-Satellite;CNES, ISA;Operational (extended);02 Aug 2017;mars-21;Vegetation, agriculture monitoring, water management.;VSC;966;Sun-synchronous;720 km;;98.27 deg;2;;;Descending;http://smsc.cnes.fr/VENUS/index.htm;
749;VNREDSat-1;VNREDSat-1;VAST, ASTRIUM;Operational (extended);07 May 2013;Dec 2020;Land cover mapping;VNREDSat 1 MS;1681;Sun-synchronous;680 km;;;;10:30;;;http://www.vast.ac.vn/ban-tin-vnredsat1;
906;WildFireSat;WildFireSat;CSA, NRCAN, ECCC;Planned;2025;2030;A system consisting of one or more microsatellites, carrying an instrument that consists of an assembly of three cameras providing co-registered MWIR, TIR, and VNIR data. The satellite(s) will monitor wildfires daily, in late afternoon, to support 1) wildfire management and research, 2) smoke and air quality forecasting and 3) wildfire carbon emission reporting. The mission will be designed for an operational lifetime of 2 years, but with sufficient consumables for 5 years.;CWFMS;1853;Sun-synchronous;650 km;98 mins;98 deg;24;18:00;;TBD;https://www.asc-csa.gc.ca/eng/satellites/wildfiresat/default.asp;TBD
910;ZACube-1;TshepisoSat;SANSA, CPUT;Operational (extended);21-nov-13;nov-21;ZACube-1 has a high frequency (HF) beacon transmitter that will be used to help characterize the Earthâ€™s ionosphere and to calibrate SANSA's (South African National Space Agency) auroral radar installation at the SANAE IV base in Antarctica.;HF Beacon Transmitter, VGA Matrix Camera;1881, 1882;Sun-synchronous;670 km;97.2 mins;97.6 deg;;;;Ascending;https://earth.esa.int/web/eoportal/satellite-missions/v-w-x-y-z/zacube-1;https://blogs.cput.ac.za/fsati/zacube-1/
911;ZACube-2;ZACube-2;SANSA, CPUT;Operational (nominal);27 Dec 2018;Dec 2022;ZACube-2 is equipped with an automatic identification system (AIS) receiver to demonstrate AIS message reception using its SDR-based payload. Additionally, ZACube-2 has a near-infrared imager for forest fire detection.;AIS Receiver, K-line Imager;1883, 1884;Sun-synchronous;485 km;94.5 mins;97.3 deg;;;;Ascending;https://directory.eoportal.org/web/eoportal/satellite-missions/v-w-x-y-z/zacube-2;https://blogs.cput.ac.za/fsati/zacube-2/
949;ZY-1-02D;Zi Yuan 1 Number 2 Optical Mission of China;CRESDA;Operational (nominal);12-sept-19;Dec 2024;Earth resources, environmental monitoring, land surface.;CCD (ZY-1-02C and ZY-3), PAN (ZY-1-02C);1657, 1659;Sun-synchronous;778 km;100.3 mins;98.5 deg;26;10:30;;Descending;http:/www.cresda.com/;
732;ZY-3-01;Zi Yuan 3 Number 1;CRESDA;Operational (nominal);09-janv-12;Dec 2020;Earth resources, land surface,stereo mapping;CCD (ZY-02C and ZY-3), MUX (ZY-3);1657, 1658;Sun-synchronous;505 km;97.7 mins;98.5 deg;59;10:30;;Descending;http:/www.cresda.com/;
821;ZY-3-02;Zi Yuan 3 Number 2;CRESDA;Operational (nominal);30 May 2016;Dec 2021;Earth resources, land surface,stereo mapping;CCD (ZY-1-02C and ZY-3), MUX (ZY-3-02);1657, 1774;Sun-synchronous;505 km;94.7 mins;97.4 deg;59;10:30;;Descending;http:/www.cresda.com/;
950;ZY-3-03;Zi Yuan 3 Number 3;CRESDA;Operational (nominal);25-juil-20;Dec 2025;Earth resources, land surface,stereo mapping;CCD (ZY-1-02C and ZY-3), MUX (ZY-3-02);1657, 1774;Sun-synchronous;505 km;94.7 mins;97.4 deg;59;10:30;;Descending;http:/www.cresda.com/;
